Location
"     LAT:33.61779028,LON:-117.68163442    "
"     LAT:33.888797,LON:-117.876244    "
"     LAT:33.637558,LON:-117.922631    "
"     LAT:32.741124,LON:-117.048522    "
"     LAT:32.815458,LON:-117.155055    "
"     LAT:34.257634,LON:-118.595443    "
"     LAT:34.299179,LON:-118.440271    "
"     LAT:36.603797,LON:-119.437314    "
"     LAT:34.02016,LON:-117.64888    "
"     LAT:32.97898,LON:-115.542786    "
"     LAT:32.696657,LON:-117.018773    "
"     LAT:32.956698,LON:-117.042555    "
"     LAT:32.696977,LON:-117.117939    "
"     LAT:38.088406,LON:-122.565146    "
"     LAT:33.527254,LON:-117.173498    "
"     LAT:36.685742,LON:-121.796499    "
"     LAT:37.353497,LON:-121.853246    "
"     LAT:33.14085,LON:-117.043763    "
"     LAT:37.263651,LON:-121.878171    "
"     LAT:37.691952,LON:-122.464957    "
"     LAT:38.708027,LON:-121.271134    "
"     LAT:34.106904,LON:-117.43377    "
"     LAT:34.135515,LON:-117.241002    "
"     LAT:36.980075,LON:-122.020726    "
"     LAT:34.12104428,LON:-116.42736228    "
"     LAT:37.78841,LON:-122.195434    "
"     LAT:39.23495767,LON:-121.03785077    "
"     LAT:36.830384,LON:-119.790694    "
"     LAT:38.292212,LON:-122.463251    "
"     LAT:33.184537,LON:-117.369702    "
"     LAT:35.776232,LON:-119.248707    "
"     LAT:32.855174,LON:-116.932336    "
"     LAT:38.519206,LON:-121.440501    "
"     LAT:38.555053,LON:-121.335766    "
"     LAT:37.503859,LON:-120.848299    "
"     LAT:37.379932,LON:-122.070525    "
"     LAT:38.694877,LON:-121.360616    "
"     LAT:32.91079287,LON:-117.14458785    "
"     LAT:38.496487,LON:-121.509102    "
"     LAT:38.617082,LON:-121.364153    "
"     LAT:38.406893,LON:-122.839434    "
"     LAT:38.409359,LON:-121.378904    "
"     LAT:38.581525,LON:-121.526096    "
"     LAT:35.63545,LON:-120.691875    "
"     LAT:37.253289,LON:-121.829956    "
"     LAT:37.608091,LON:-122.398704    "
"     LAT:37.045623,LON:-122.029178    "
"     LAT:35.269778,LON:-120.668856    "
"     LAT:37.227189,LON:-121.77403    "
"     LAT:38.710883,LON:-120.841734    "
"     LAT:35.397301,LON:-118.975873    "
"     LAT:38.346286,LON:-122.705387    "
"     LAT:35.340628,LON:-119.043163    "
"     LAT:38.474778,LON:-121.431143    "
"     LAT:37.243259,LON:-121.96071    "
"     LAT:37.589357,LON:-122.02133    "
"     LAT:38.434463,LON:-122.689991    "
"     LAT:38.680602,LON:-121.291245    "
"     LAT:37.970305,LON:-121.276067    "
"     LAT:38.307801,LON:-122.294943    "
"     LAT:37.964165,LON:-121.987489    "
"     LAT:38.52463,LON:-121.473612    "
"     LAT:36.29909,LON:-119.313379    "
"     LAT:36.807352,LON:-119.702032    "
"     LAT:38.603004,LON:-121.401938    "
"     LAT:37.653746,LON:-120.95664    "
"     LAT:37.427646,LON:-121.912591    "
"     LAT:37.974504,LON:-122.040308    "
"     LAT:37.359587,LON:-121.903247    "
"     LAT:36.656823,LON:-121.658693    "
"     LAT:37.406623,LON:-122.111504    "
